,ic_h1,ic_h5,ic_h20
2020-09-04,0.7999999999999999,0.0,-0.19999999999999998
2020-09-08,-0.19999999999999998,-0.10303030303030303,-0.23636363636363633
2020-09-09,0.3602941176470589,-0.17892156862745098,0.04656862745098039
2020-09-11,0.4047619047619048,-0.19047619047619052,0.6190476190476191
2020-09-14,0.4769230769230769,0.4681318681318682,0.2175824175824176
2020-09-15,-0.7333333333333334,-0.06666666666666667,-0.18333333333333335
2020-09-17,0.012254901960784315,-0.18382352941176472,-0.1985294117647059
2020-09-18,0.15882352941176472,0.05294117647058824,0.07352941176470588
2020-09-22,0.19999999999999998,0.8999999999999998,0.9999999999999999
2020-09-23,0.45454545454545453,0.08181818181818183,-0.20909090909090913
2020-09-24,0.2,0.08571428571428573,-0.2
2020-09-28,0.49999999999999994,0.19999999999999998,-0.8999999999999998
2020-09-29,0.09090909090909093,0.06293706293706294,0.20979020979020982
2020-09-30,0.2545454545454546,-0.07272727272727274,0.11818181818181818
2020-10-08,0.4285714285714286,0.6190476190476191,0.7619047619047621
2020-10-12,0.23013415892672856,-0.11455108359133126,-0.4303405572755417
2020-10-13,0.4000000000000001,0.45454545454545453,0.43636363636363645
2020-10-16,0.3214285714285715,0.5357142857142858,0.8571428571428573
2020-10-20,-0.43030303030303024,-0.18787878787878787,-0.05454545454545454
2020-10-21,-0.28571428571428575,0.2142857142857143,-0.4761904761904762
2020-10-26,-0.6,0.3,0.3
2020-10-27,-0.04895104895104895,-0.44055944055944063,-0.5804195804195805
2020-10-28,0.5714285714285715,0.6071428571428572,0.5357142857142858
2020-10-29,0.5166666666666667,0.09999999999999999,0.6333333333333333
2020-10-30,0.6848484848484848,0.24848484848484845,0.13939393939393938
2020-11-02,-0.15384615384615385,0.2937062937062937,0.44055944055944063
2020-11-04,-0.6785714285714287,-0.9285714285714288,-0.642857142857143
2020-11-09,-0.08333333333333334,-0.41666666666666663,-0.3666666666666667
2020-11-10,-0.28571428571428575,0.4523809523809524,0.4761904761904762
2020-11-11,0.19999999999999998,-0.6,-0.7999999999999999
2020-11-12,0.8999999999999998,0.19999999999999998,-0.09999999999999999
2020-11-16,-0.5181818181818182,-0.33636363636363636,-0.3272727272727273
2020-11-18,-0.7142857142857143,0.08571428571428573,-0.14285714285714288
2020-11-23,0.4285714285714286,0.6,-0.4285714285714286
2020-11-24,-0.6363636363636362,-0.4424242424242424,0.2121212121212121
2020-11-25,-0.03571428571428572,0.42857142857142866,0.3214285714285715
2020-11-30,-0.028571428571428574,-0.2,-0.4285714285714286
2020-12-01,0.3142857142857143,0.4285714285714286,0.6571428571428573
2020-12-03,-0.14285714285714288,-0.261904761904762,0.261904761904762
2020-12-07,-0.023809523809523815,-0.28571428571428575,-0.1666666666666667
2020-12-09,0.055944055944055944,-0.2517482517482518,-0.5244755244755246
2020-12-10,-0.09999999999999999,0.3,0.3
2020-12-14,-0.05454545454545456,-0.3272727272727273,-0.16363636363636366
2020-12-17,-0.28484848484848485,-0.5272727272727272,-0.2606060606060606
2020-12-18,-0.14285714285714288,0.0,-0.5714285714285715
2020-12-21,-0.49999999999999994,-0.7,-0.19999999999999998
2020-12-22,0.2380952380952381,0.5476190476190477,0.6904761904761906
2020-12-23,-0.39285714285714296,0.07142857142857144,0.10714285714285716
2020-12-28,0.6571428571428573,0.942857142857143,0.2
2020-12-29,-0.035714285714285705,0.08214285714285713,0.5214285714285714
2020-12-30,0.49999999999999994,0.39999999999999997,0.9999999999999999
2021-01-04,0.11188811188811189,0.14685314685314685,-0.08391608391608392
2021-01-06,0.40659340659340654,0.23626373626373626,0.07142857142857142
2021-01-07,-0.6,0.48571428571428577,0.028571428571428574
2021-01-08,-0.09184726522187822,-0.08152734778121776,-0.08565531475748193
2021-01-12,-0.06363636363636364,-0.22727272727272727,-0.33636363636363636
2021-01-13,0.10303030303030303,0.13939393939393938,0.13939393939393938
2021-01-14,0.13636363636363638,0.23636363636363636,0.27272727272727276
2021-01-15,0.19999999999999998,-0.0303030303030303,0.7333333333333332
2021-01-19,-0.10539215686274511,0.3357843137254902,-0.22549019607843138
2021-01-20,0.028571428571428574,-0.08571428571428573,-0.6
2021-01-22,0.07272727272727274,-0.33636363636363636,0.11818181818181818
2021-01-25,-0.18214285714285713,0.18214285714285713,0.28928571428571426
2021-01-26,0.4285714285714286,-0.8285714285714287,-0.7714285714285715
2021-01-28,0.07352941176470588,0.4147058823529412,0.2323529411764706
2021-01-29,-0.4787878787878787,-0.24848484848484845,0.1515151515151515
2021-02-01,-0.39999999999999997,-0.3,0.39999999999999997
2021-02-02,-0.2692307692307692,-0.13186813186813187,-0.5714285714285714
2021-02-03,0.3029411764705882,-0.2676470588235294,-0.7205882352941175
2021-02-04,-0.08181818181818183,-0.36363636363636365,-0.3727272727272728
2021-02-05,-0.5714285714285715,0.5952380952380953,0.4047619047619048
2021-02-08,0.25130434782608696,-0.13043478260869562,-0.3808695652173913
2021-02-09,0.24395604395604395,0.17362637362637365,-0.49890109890109896
2021-02-10,0.0007692307692307692,0.20230769230769227,0.08923076923076922
2021-02-11,-0.23829059829059826,-0.28136752136752136,-0.228034188034188
2021-02-12,-0.045454545454545456,-0.14545454545454548,-0.4727272727272727
2021-02-16,-0.1384615384615385,-0.221978021978022,-0.3494505494505495
2021-02-17,0.11923076923076922,-0.057692307692307696,-0.059230769230769226
2021-02-18,-0.38333333333333336,-0.3666666666666667,-0.5833333333333334
2021-02-19,-0.41785714285714276,-0.6035714285714285,-0.4428571428571427
2021-02-22,-0.25,-0.11071428571428568,-0.532142857142857
2021-02-23,-0.2821428571428571,-0.23928571428571427,-0.3178571428571428
2021-02-24,0.14912280701754385,0.17719298245614035,0.2
2021-02-25,0.031746031746031744,0.18883415435139572,0.3295019157088122
2021-02-26,-0.21400338791643145,-0.5008469791078487,-0.019762845849802372
2021-03-01,-0.12467532467532469,0.07402597402597402,0.14935064935064934
2021-03-02,-0.32436974789915957,-0.3689839572192513,0.009014514896867836
2021-03-03,-0.4491978609625669,-0.3783422459893048,-0.02840909090909091
2021-03-04,0.02032085561497326,-0.2932009167303285,-0.1825821237585943
2021-03-05,-0.2941295546558705,-0.23522267206477734,-0.10121457489878542
2021-03-08,0.24260869565217388,-0.040869565217391296,0.23565217391304347
2021-03-09,0.07746371275783039,-0.10527119938884644,0.08693659281894575
2021-03-10,0.056073338426279595,0.027654698242933536,-0.15202444614209318
2021-03-11,0.029691876750700282,0.016526610644257703,0.08627450980392158
2021-03-12,-0.027713625888798527,0.11644584912924993,-0.005834447555536532
2021-03-15,0.3445918367346938,0.2970408163265306,0.2740816326530612
2021-03-16,0.21923076923076926,0.14615384615384616,0.07854251012145749
2021-03-17,-0.13470250679553006,-0.14527333131984294,0.0045303533675626695
2021-03-18,-0.1696345975948196,0.16500925069380204,-0.1574930619796485
2021-03-19,-0.015294117647058821,-0.026244343891402712,-0.07610859728506786
2021-03-22,-0.2745143385753932,-0.10141073080481036,-0.23728029602220166
2021-03-23,-0.03954458898752538,-0.030711883660393687,0.13881123142547333
2021-03-24,0.20550038197097018,0.012987012987012986,-0.3555385790679908
2021-03-25,0.25418367346938775,-0.04775510204081633,-0.10857142857142855
2021-03-26,0.039372822299651576,0.02369337979094077,-0.24146341463414636
2021-03-29,0.08063348416289592,0.2438914027149321,0.3409049773755656
2021-03-30,0.1642857142857143,0.04181184668989548,0.02857142857142858
2021-03-31,0.2730188097440641,0.20468701819303114,0.1839654640764724
2021-04-01,0.02183939983328703,0.20222283967768828,0.06490691858849681
2021-04-05,-0.043151969981238276,0.28855534709193253,0.24240150093808632
2021-04-06,-0.1514329135909683,0.16293964394268348,0.030829353017802867
2021-04-07,-0.06116642958748222,0.000547105810263705,-0.014771856877120034
2021-04-08,0.18069062720225512,0.08513037350246652,0.1226215644820296
2021-04-09,0.24041075203865903,0.1427061310782241,0.3388704318936877
2021-04-12,0.2838106370543542,0.12180011689070719,-0.10035067212156634
2021-04-13,0.010888976011025724,0.21377237704845703,0.0479986062566014
2021-04-14,0.20020964360586999,0.03701015965166908,0.25334623447830995
2021-04-15,0.1531160663236135,0.2800457404230988,-0.12704402515723268
2021-04-16,0.20629047178538393,-0.00030835646006783845,0.3158186864014801
2021-04-19,0.10180014919317973,-0.019432741350935694,0.12341000264567252
2021-04-20,-0.05289304500292228,-0.08275862068965517,-0.030566919929865582
2021-04-21,0.1961610630902212,0.006305946045710419,-0.13876157371804732
2021-04-22,-0.07791053070297306,0.048791330925257025,0.08757988330091694
2021-04-23,0.182196203150643,0.21962028812212647,0.22531049987217655
2021-04-26,-0.10225792444637428,-0.0377768128528007,0.040924880590534084
2021-04-27,0.16706982744718593,0.037655216900499916,0.16811804547653605
2021-04-28,0.20057414822089598,-0.1227619551257838,-0.09934275137871118
2021-04-29,0.05738396624472574,-0.2779418659165495,-0.266924519456165
2021-04-30,-0.10389140271493212,-0.033936651583710405,-0.10018099547511312
2021-05-03,-0.17675870348139258,0.11673469387755102,0.13939975990396156
2021-05-04,-0.08594762768991444,0.007129893699766659,-0.050946331345605396
2021-05-05,0.2679406547331076,0.07176261893243024,0.24479922593130138
2021-05-06,0.08733031674208144,0.17773755656108597,0.04063348416289593
2021-05-07,0.24033771106941842,-0.006378986866791747,0.05647279549718576
2021-05-10,0.33623481781376524,-0.011133603238866398,-0.06093117408906883
2021-05-11,-0.05680888369374635,-0.05137346580946815,-0.12390414962010522
2021-05-12,-0.20994355188884062,-0.350412505427703,-0.2772470690403821
2021-05-13,0.08475948196114709,0.36077705827937095,0.3495605920444034
2021-05-14,-0.13040816326530613,-0.02061224489795918,-0.04806122448979591
2021-05-17,-0.06317204301075269,-0.17012288786482332,-0.17060291858678955
2021-05-18,0.22504434768585713,-0.05894210611191743,0.03612320593452669
2021-05-19,0.04612159329140461,-0.08651830349943557,0.12175455571681985
2021-05-20,0.36029092488059045,-0.06980026052974381,-0.08836300477637862
2021-05-21,-0.22591093117408909,-0.209919028340081,-0.0694331983805668
2021-05-24,-0.10303643724696357,0.1763157894736842,0.15789473684210525
2021-05-25,0.02714097496706192,0.33043478260869563,0.1300395256916996
2021-05-26,0.019042988549320624,-0.0847615575429335,-0.0958632146972183
2021-05-27,-0.037457279562542724,-0.080041011619959,0.014422419685577581
2021-05-28,0.0832695043221359,0.35747893642630485,0.09749425538899222
2021-06-01,0.04228329809725158,-0.05783751132588342,0.004681365146481425
2021-06-02,0.11107715813598167,0.07776928953399541,0.11627196333078686
2021-06-03,-0.068983268983269,-0.36911196911196914,-0.2738738738738739
2021-06-04,-0.03982202447163515,0.22803114571746386,0.17864293659621802
2021-06-07,0.02505744611007769,-0.31261625998468107,-0.2143560564613196
2021-06-08,0.09571655208884189,-0.1721689204502531,-0.19498375764901413
2021-06-09,0.21048411964230648,0.1456059204440333,0.15325316065371566
2021-06-10,-0.0032579185520361987,0.09457013574660635,-0.015565610859728506
2021-06-11,0.016108961745338858,-0.04199190027998444,0.2167922351739283
2021-06-14,-0.04942084942084943,-0.07078507078507079,-0.1603603603603604
2021-06-15,0.12093740363860624,0.12858464384828863,-0.04779525131051495
2021-06-16,-0.13474277660324172,-0.08019732205778717,-0.0525722339675828
2021-06-17,-0.07231715652768285,0.06951469583048529,0.2664388243335612
2021-06-18,-0.2187617260787993,-0.1382739212007505,-0.06060037523452158
2021-06-21,0.1188405797101449,0.28893280632411067,0.1152832674571805
2021-06-22,-0.05312217194570135,0.07529411764705882,0.24497737556561083
2021-06-23,0.03226968235461597,0.10300367358727863,-0.06103387838201918
2021-06-24,-0.11255344673782645,0.03768187271217202,0.19899104863268635
2021-06-25,-0.25662426059476545,-0.2271290819220485,-0.05388542257515598
2021-06-28,0.13912973016773358,0.03460011344299489,0.15663236366582936
2021-06-29,0.16948979591836733,0.030612244897959183,0.04040816326530612
2021-06-30,0.11040843214756257,-0.09407114624505929,-0.28524374176548084
2021-07-01,0.016287172838505795,0.15193258244874808,0.09342840936715015
2021-07-02,-0.3647058823529411,-0.21558441558441557,-0.06829640947288004
2021-07-06,0.16495601173020527,0.18145161290322578,-0.033357771260997066
2021-07-07,0.3918992884510125,0.30268199233716475,0.12753147235905857
2021-07-08,-0.1734625668449198,0.039104278074866314,-0.03810160427807487
2021-07-09,-0.3092436974789916,-0.08067226890756303,-0.39215686274509814
2021-07-12,0.0905642484589853,-0.12446657183499286,0.017543859649122806
2021-07-13,0.06482213438735178,-0.25942028985507243,-0.4552042160737813
2021-07-14,0.2545174221399938,0.23996299722479184,0.32075238976256554
2021-07-15,-0.06308973172987974,0.08726487819919827,-0.043478260869565216
2021-07-16,0.01096396005210595,-0.3352149370386453,-0.10714285714285714
2021-07-19,-0.17899683980228506,-0.2898468519568917,-0.08062555708613565
2021-07-20,0.19630895420369107,0.07819548872180451,-0.028639781271360222
2021-07-21,0.15323377862347026,0.03782729269056208,0.11734859022923212
2021-07-22,0.059237319511292116,0.08811551277304704,0.06472911267431816
2021-07-23,-0.17578397212543556,-0.04599303135888502,-0.06724738675958189
2021-07-26,-0.026779422128259334,-0.034249471458773786,-0.056800563777307966
2021-07-27,-0.10830752184533253,-0.11329354586890283,0.027977134798922217
2021-07-28,0.2959672706019872,0.2410286382232613,0.05213325540619521
2021-07-29,0.13642678521811616,0.120477910530703,-0.022061683801055852
2021-07-30,0.05505226480836238,0.21672473867595826,-0.02979094076655053
2021-08-02,-0.06069227121858701,-0.13489805595068752,-0.07064959696538642
2021-08-03,0.058727490996398554,0.11884753901560624,-0.041152460984393756
2021-08-04,-0.056620209059233456,-0.04703832752613241,0.17299651567944258
2021-08-05,-0.23020408163265305,-0.13448979591836732,0.12346938775510204
2021-08-06,0.2453441295546559,0.21032388663967613,0.47145748987854247
2021-08-09,0.0186411149825784,-0.064808362369338,-0.20470383275261325
2021-08-10,-0.05243128964059196,0.13150105708245244,-0.13347427766032416
2021-08-11,-0.08073593073593076,-0.06601731601731603,-0.27243867243867254
2021-08-12,0.14195107218363032,0.011778918755662941,0.159468438538206
2021-08-13,-0.120550038197097,0.013598166539343011,0.14682964094728798
2021-08-16,0.23909502262443438,0.0730316742081448,0.19583710407239818
2021-08-17,-0.001539583502147314,-0.038813710396240174,-0.12746130783566972
2021-08-18,-0.06823529411764705,-0.16561085972850678,-0.062171945701357464
2021-08-19,0.15436324390995992,-0.14893617021276595,-0.2939870490286771
2021-08-20,-0.11384783798576902,-0.08593322386425835,-0.07115489874110564
2021-08-23,0.03500643500643501,-0.054826254826254826,0.005405405405405406
2021-08-24,0.11531436755128598,0.10806545879602573,0.07504383401519579
2021-08-25,-0.16862745098039217,-0.1495798319327731,-0.3252100840336135
2021-08-26,0.1405775075987842,0.1435084672166739,-0.2996092053842814
2021-08-27,0.20836236933797914,0.225609756097561,-0.2149825783972126
2021-08-30,-0.19728635518109205,0.0285589232957654,-0.37148484516905567
2021-08-31,-0.0008097165991902834,0.03016194331983806,-0.23097165991902832
2021-09-01,0.10021141649048626,-0.020859760394644114,-0.055391120507399576
2021-09-02,0.3506359990230035,0.1801322367360103,-0.05749072730204805
2021-09-03,-0.1371849931123896,-0.07608783729033304,-0.055181913945385304
2021-09-07,0.08935870331219167,0.03241719520789288,0.2952783650458069
2021-09-08,0.16300409117475162,0.16358854471069553,-0.14488603156049096
2021-09-09,0.07378129117259552,-0.07786561264822134,-0.4333333333333333
2021-09-10,0.06176381757777106,-0.1632437330111749,-0.03835699184536394
2021-09-13,0.020792316926770707,0.14208883553421367,0.06996398559423768
2021-09-14,0.18940493468795355,0.08595387840670858,-0.22117400419287211
2021-09-15,0.28342202870504757,0.04587969682309305,-0.24560554749233995
2021-09-16,-0.10985485103132162,-0.14866310160427806,-0.12360580595874712
2021-09-17,0.07207634414890059,-0.31640092521943364,-0.3169936583127634
2021-09-20,-0.04039469626888683,-0.04397163120567376,0.03669441874807278
2021-09-21,-0.0007305775947243156,0.10309911016749541,0.2236151901932185
2021-09-22,-0.10344827586206898,0.06818771065595022,0.1437645838734768
2021-09-23,0.2053781512605042,0.16542617046818728,0.029435774309723887
2021-09-24,-0.2616724738675959,-0.2667247386759582,-0.19059233449477356
2021-09-27,0.3053666445392773,0.2714587737843551,0.3620859760394644
2021-09-28,0.39993832870798646,0.0030218933086648163,0.005365402405180388
2021-09-29,0.019958988380041013,-0.1443609022556391,-0.1524265208475735
2021-09-30,-0.05325330132052821,-0.02914765906362545,0.14016806722689074
2021-10-01,-0.2770426022368308,0.16315205327413984,0.3769316144454879
2021-10-04,0.19357142857142856,0.30632653061224485,0.1914285714285714
2021-10-05,0.0052149400986610285,0.05059901338971106,0.1095137420718816
2021-10-06,0.2401440576230492,0.04710684273709483,0.02127250900360144
2021-10-07,-0.12717636420664036,-0.03837040259411867,0.060852344925517554
2021-10-08,0.19583710407239818,0.08271493212669684,0.20552036199095022
2021-10-11,-0.11929930534581698,-0.058592570220477196,-0.006795530051344006
2021-10-12,0.09951090467255223,-0.07564059183610693,0.0315297302285521
2021-10-13,0.016814764183185237,-0.08913192071086808,-0.13116883116883118
2021-10-14,0.03983228511530398,-0.2391549750040316,-0.31478793742944683
2021-10-15,-0.03132161955691367,-0.06096256684491979,-0.26019862490450724
2021-10-18,-0.08000434216239687,-0.04884932696482848,-0.08901432913590969
2021-10-19,0.15997712978845052,-0.036401753382885454,0.1443491518963217
2021-10-20,0.0360613810741688,0.08666423090975521,0.018231640482279873
2021-10-21,0.08702959444647426,0.05875045670442091,-0.02528315674095725
2021-10-22,0.013760243948923192,-0.13878406708595384,-0.3000952925481227
2021-10-25,-0.19062413485496324,0.0469100864376019,-0.1801039712079732
2021-10-26,0.18517387487116846,0.1029888918578463,0.1593312211321907
2021-10-27,0.22751187431494344,0.3264888564121301,0.11278772378516627
2021-10-28,0.3439097479287855,0.24444108685250937,-0.03130115081463574
2021-10-29,-0.09721254355400699,-0.14773519163763071,0.039895470383275275
2021-11-01,0.029489795918367343,0.06153061224489796,0.15132653061224488
2021-11-02,0.10105311355311355,0.09226190476190474,-0.02216117216117216
2021-11-03,0.011836734693877549,-0.04479591836734693,-0.15265306122448977
2021-11-04,-0.10947737549601651,-0.05195484327417023,-0.16816881478975054
2021-11-05,-0.002635046113306983,0.001976284584980237,-0.2656126482213439
2021-11-08,0.27489795918367343,-0.029387755102040815,0.23448979591836733
2021-11-09,-0.22917505030181085,-0.09855801475519786,-0.148692152917505
2021-11-10,0.2655561317085818,0.13410681877106562,0.06053927923256417
2021-11-11,-0.33193277310924374,-0.13613445378151262,-0.03361344537815126
2021-11-12,0.022880049337033612,-0.10144927536231885,-0.04841196423065063
2021-11-15,0.09733391608391607,0.05358391608391609,-0.16368006993006992
2021-11-16,0.09678538390379278,0.11482423681776134,0.09944495837187789
2021-11-17,0.3070869429078385,0.08527293601920469,0.0436071391295272
2021-11-18,0.44326816357892934,0.24767352514300348,-0.04285836250320157
2021-11-19,0.07422969187675071,0.028011204481792715,0.3263305322128852
2021-11-22,-0.23303721488595439,0.07217286914765905,-0.0751500600240096
2021-11-23,0.12457868809955924,0.10688358828104745,0.05315011667098782
2021-11-24,0.27717770034843214,0.02909407665505227,-0.04128919860627179
2021-11-26,-0.020168067226890758,0.02913165266106443,-0.36918767507002803
2021-11-29,-0.059384164222873896,-0.3317448680351906,0.06671554252199413
2021-11-30,0.31567520625271384,-0.027247069040382106,-0.10898827616152842
2021-12-01,0.06209489240342236,-0.06209489240342236,-0.08918848846253566
2021-12-02,0.13449443638122882,-0.1685212062570553,-0.0715207224641187
2021-12-03,-0.3395348837209302,-0.2931642001409443,-0.08329809725158561
2021-12-06,-0.006012950971322849,0.26167900092506935,-0.3364939870490287
2021-12-07,0.041890604154755096,0.038460072422336566,0.1573089384410139
2021-12-08,0.09280355654348432,0.22556265629341488,0.03695470964156711
2021-12-09,0.2553656869446343,0.21551606288448394,0.09514695830485305
2021-12-10,-0.17136910268270122,-0.16616558741905643,-0.04660037002775208
2021-12-13,-0.0999103813548081,-0.09349252699694717,-0.16090890700835125
2021-12-14,0.05004578754578754,0.04945054945054945,-0.01735347985347985
2021-12-15,0.11551020408163264,-0.13826530612244894,-0.3473469387755101
2021-12-16,-0.07609133059224914,-0.11962208030793456,-0.09883649724433557
2021-12-17,-0.32566242605947654,-0.04205493882181347,-0.017907787051292444
2021-12-20,-0.025910931174089068,-0.032995951417004045,-0.3991902834008097
2021-12-21,0.027936219859994817,-0.03778843660876329,-0.09281825252787142
2021-12-22,0.0600790513833992,0.037022397891963106,-0.012648221343873516
2021-12-23,-0.17828354670459934,-0.20222854433380746,0.024182076813655758
2021-12-27,-0.22841864018334607,-0.33139801375095496,-0.3760122230710466
2021-12-28,-0.07541713014460512,-0.05406006674082313,-0.39265850945494996
2021-12-29,0.2844932844932845,-0.115995115995116,-0.10317460317460315
2021-12-30,-0.13785425101214574,-0.09089068825910933,-0.09615384615384617
2021-12-31,-0.12384615384615384,-0.40923076923076923,-0.4176923076923077
2022-01-03,-0.18031358885017423,-0.010801393728222999,-0.08170731707317076
2022-01-04,-0.11159357359965262,0.003690838037342596,-0.004233608336951802
2022-01-05,0.025470243601603455,-0.11341350601295097,-0.2409497378970089
2022-01-06,-0.15759933314809674,-0.2607390941928314,-0.24429008057793833
2022-01-07,0.14253302001458554,-0.03719309618345353,0.0070496718256219115
2022-01-10,-0.07095022624434388,0.18850678733031676,-0.01502262443438914
2022-01-11,-0.010095527572731218,-0.11376465479808943,-0.2754016500217108
2022-01-12,-0.159468438538206,-0.2852612503775295,-0.19646632437330114
2022-01-13,0.059271964932342276,-0.056375071469411085,-0.23453401943967978
2022-01-14,0.0009391274652095962,-0.16221292580893024,-0.14505250576282763
2022-01-18,0.3047112462006079,-0.1622883195831524,-0.19919669995657838
2022-01-19,0.18804945054945052,0.15215201465201464,-0.07573260073260073
2022-01-20,0.35880756644584566,0.3068481123792801,0.10862798307925614
2022-01-21,0.10060728744939271,0.32712550607287455,-0.04979757085020243
2022-01-24,0.3303135888501743,0.11742160278745647,0.39024390243902446
2022-01-25,0.17733990147783252,0.11453201970443351,-0.005379828882551205
2022-01-26,0.19301956636700157,0.03833950290851401,0.11702802749867794
2022-01-27,0.3719534598897734,0.29797917942437235,-0.047782346251421574
2022-01-28,-0.20981240981240984,-0.15555555555555559,-0.015873015873015872
2022-01-31,0.022529644268774702,-0.06534914361001318,0.1346508563899868
2022-02-01,0.18966021191085133,-0.06130800146145415,0.16857873584216299
2022-02-02,0.07493212669683257,0.11710407239819003,0.07619909502262442
2022-02-03,0.054042516861606764,-0.011013403910185264,0.11235379492871168
2022-02-04,-0.22265858447878425,-0.23401348928540935,-0.01536754033979339
2022-02-07,0.12081686429512514,0.12213438735177864,-0.16310935441370222
2022-02-08,0.08395004625346902,-0.15587419056429233,-0.13633209990749307
2022-02-09,-0.3953421368547419,-0.38967587034813916,-0.011380552220888355
2022-02-10,-0.0068300179287970626,0.1934602578331768,0.0902416118842312
2022-02-11,-0.05960591133004924,-0.026600985221674867,0.3241379310344827
2022-02-14,0.18499278499278504,0.04675324675324676,0.1837662337662338
2022-02-15,0.1350412505427703,-0.23447676943117673,-0.16956144159791572
2022-02-16,0.168975468975469,0.346897546897547,0.15151515151515155
2022-02-17,0.17250874125874127,0.12377622377622377,-0.07604895104895104
2022-02-18,0.006483439041578575,0.22593375616631428,0.20902043692741368
2022-02-22,-0.14769433465085638,-0.0748353096179183,-0.045322793148880096
2022-02-23,0.13911164465786313,0.1398799519807923,0.24369747899159666
2022-02-24,-0.08564894225271584,-0.04509243377167905,0.0035448827901658083
2022-02-25,0.40766129032258075,0.14153225806451614,0.1459677419354839
2022-02-28,0.2291565876471537,0.16465086276407032,0.1500564425092727
2022-03-01,-0.018668532936750942,0.2542384743242061,0.05233137958183886
2022-03-02,0.2101161995898838,0.2307587149692413,0.06896787423103212
2022-03-03,0.04968287526427061,0.055421322863183325,-0.28450619148293566
2022-03-04,0.22044831478793744,-0.23947750362844702,-0.04668601838413158
2022-03-07,-0.13306982872200263,-0.008959156785243741,-0.19525691699604739
2022-03-08,0.05723854851300648,0.2356777719019919,0.09405454408098511
2022-03-09,-0.11948830298909621,0.07411044798670395,-0.015184709526327717
2022-03-10,-0.19894798363530103,-0.10426651081239043,-0.0690824079485681
